"","ID","Chla","Depth","Area","WRT","Vol","T","TI","TrophicIndex"
"94","NLA12_ID-108",1.152,16.7714285714286,2.1,6.6,35220000,25.525,"1","1"
"95","NLA12_ID-110",4.88,1.19811320754717,1.06,2.9,1270000,25.015,"1","2"
"96","NLA12_ID-112",2.024,5.82608695652174,0.23,40.3,1340000,21.25,"1","2"
"97","NLA12_ID-122",45.68,7.17785234899329,5.96,464.9,42780000,23.79,"3","4"
"98","NLA12_ID-143",5.76,4.41666666666667,0.24,292.5,1060000,21.3666666666667,"1","2"
"99","NLA12_ID-148",5.546666667,9.19230769230769,0.26,251.2,2390000,22.16,"1","2"
"100","NLA12_ID-166",2.456,2.76923076923077,0.26,9.7,720000,21.04,"1","2"
"101","NLA12_ID-168",1.296,7.26041666666667,0.96,46.5,6970000,14.6,"1","1"
"102","NLA12_ID-175",24.48,6.625,0.32,59.9,2120000,22.055,"2","3"
"103","NLA12_ID-194",31.36,3.22033898305085,0.59,53.6,1900000,18.55,"3","4"
"104","NLA12_ID-203",22.29333333,5.80952380952381,0.21,879.2,1220000,20.97,"2","3"
"105","NLA12_ID-207",5.448,5.64285714285714,0.28,41,1580000,27.245,"1","2"
"106","NLA12_ID-214",8.72,22.4459016393443,3.05,152.5,68460000,20.43,"2","3"
"107","NLA12_ID-216",86.56,3.15151515151515,0.33,89,1040000,18.885,"3","4"
"108","NLA12_IL-103",30.08,2.53333333333333,0.45,55.9,1140000,22.25,"3","4"
"109","NLA12_IL-104",6.16,3.64285714285714,0.84,1043.3,3060000,28.6,"1","2"
"110","NLA12_IL-105",12.37333333,21.0593220338983,2.36,737.5,49700000,23.8,"2","3"
"111","NLA12_IL-106",59.36,4.35211267605634,1.42,79.1,6180000,28.4,"3","4"
"112","NLA12_IL-111",59.36,10.8949416342412,2.57,570.6,2.8e+07,24.8666666666667,"3","4"
"113","NLA12_IL-118",57.28,1.77272727272727,0.22,23.2,390000,28.6,"3","4"
"114","NLA12_IL-123",234.4,3.47457627118642,0.59,244.5,2050000,15.575,"3","4"
"115","NLA12_IN-102",4.272,2.90857142857143,1.75,442.7,5090000,27.9,"1","2"
"116","NLA12_IN-103",27.57333333,2.93617021276596,0.47,46.4,1380000,23.1666666666667,"2","3"
"117","NLA12_IN-104",16.24,2.81818181818182,0.11,272.1,310000,26.0666666666667,"2","3"
"118","NLA12_IN-105",15.2,3.09821428571429,1.12,60.8,3470000,27.5433333333333,"2","3"
"119","NLA12_IN-106",8.48,4.26086956521739,0.23,75.5,980000,27.9666666666667,"2","3"
"120","NLA12_IN-108",17.2,3.39080459770115,0.87,57.5,2950000,27.94,"2","3"
"121","NLA12_IN-111",38.4,5.74285714285713,0.7,65.1,4020000,27.9333333333333,"3","4"
"122","NLA12_IN-112",33.12,2.7841726618705,1.39,102.8,3870000,26.1,"3","4"
"123","NLA12_IN-113",2.813793103,8.77777777777778,5.49,584.6,48190000,26.4666666666667,"1","2"
"124","NLA12_IN-117",4.284,3.34146341463415,0.41,0.3,1370000,25.8666666666667,"1","2"
"125","NLA12_IN-128",4.08,2.91489361702128,0.47,14.9,1370000,25.7083333333333,"1","2"
"126","NLA12_IN-130",5.893333333,6.41509433962264,0.53,144.1,3400000,30.3333333333333,"1","2"
"127","NLA12_IN-142",12.48,2.76923076923077,0.13,47.8,360000,25.895,"2","3"
"128","NLA12_IN-144",7.4,3.33333333333333,0.78,147.4,2600000,27.59,"2","3"
"129","NLA12_IN-146",2.56,6.26315789473684,0.38,116.7,2380000,29.7,"1","2"
"130","NLA12_IN-149",12.88,4.51754385964912,2.28,104.4,10300000,24.35,"2","3"
"131","NLA12_IN-163",35.6,27.7505112474438,4.89,302.8,135700000,24.5,"3","4"
"132","NLA12_IN-166",22.72,2.14333333333333,3,206.1,6430000,28.365,"2","3"
"133","NLA12_IN-172",2.16,2.89230769230769,0.65,46.6,1880000,27.6,"1","2"
"134","NLA12_IN-185",30,3.06666666666667,0.15,15.7,460000,23.9666666666667,"2","3"
"135","NLA12_IN-186",2.736,3.08108108108108,0.37,530.1,1140000,24.0666666666667,"1","2"
"136","NLA12_IN-187",5.04,4.540625,3.2,797.2,14530000,22.6333333333333,"1","2"
"137","NLA12_IN-193",5.104,1.47058823529412,0.17,0.1,250000,24.9,"1","2"
"138","NLA12_IN-196",4.165714286,2.92763157894737,1.52,58.8,4450000,23.1333333333333,"1","2"
"139","NLA12_IN-199",4.18,4.09756097560976,0.41,109.9,1680000,23.06,"1","2"
"140","NLA12_KS-102",8.564705882,8.60194174757281,1.03,277.9,8860000,23.3,"2","3"
"141","NLA12_KS-103",12.59354839,3.85542168674699,0.83,251.7,3200000,24.4666666666667,"2","3"
"142","NLA12_KS-105",44.4,3.68085106382979,0.47,6.1,1730000,24.3666666666667,"3","4"
"143","NLA12_KS-108",50.4,3.15384615384615,0.26,55,820000,22.95,"3","4"
"144","NLA12_KS-114",15.408,3.85263157894737,0.95,237.8,3660000,23.2,"2","3"
"145","NLA12_KS-121",21.71428571,2.63636363636364,0.11,80.5,290000,27.6333333333333,"2","3"
"146","NLA12_KS-122",20,6.90163934426229,36.6,170,252600000,26.8666666666667,"2","3"
"147","NLA12_KS-124",19.71,2.26666666666667,0.15,35.1,340000,24.6,"2","3"
"148","NLA12_KS-125",3.066666667,13.1159420289855,1.38,1351.6,18100000,25.3,"1","2"
"149","NLA12_KS-138",3.588571429,2,0.1,14,2e+05,25.5666666666667,"1","2"
"150","NLA12_KY-101",1.16,16.1627906976744,0.86,773.5,13900000,27.2333333333333,"1","1"
"151","NLA12_KY-102",13.376,4.93333333333333,0.15,71.7,740000,25.8,"2","3"
"152","NLA12_KY-107",44.26666667,3.17142857142857,0.35,84.3,1110000,26.4333333333333,"3","4"
"153","NLA12_KY-114",10.8,41.8075639599555,17.98,355.9,751700000,25.2666666666667,"2","3"
"154","NLA12_KY-116",2.593333333,3.34532374100719,1.39,467.6,4650000,31.6,"1","2"
"155","NLA12_KY-122",48.54545455,3.62820512820513,0.78,33.1,2830000,22.5,"3","4"
"156","NLA12_LA-101",100.5333333,2.625,3.2,96.3,8400000,30.1666666666667,"3","4"
"157","NLA12_LA-102",11.664,5.87102321582115,11.63,380.5,68280000,31.5666666666667,"2","3"
"158","NLA12_LA-105",12.096,9.10044977511244,6.67,267.7,60700000,30.1,"2","3"
"159","NLA12_LA-109",51.6,2.3695652173913,0.46,75.5,1090000,32.7,"3","4"
"160","NLA12_LA-141",426,1.21428571428571,0.14,2.7,170000,35.5,"3","4"
"161","NLA12_LA-152",47.1,3.96946564885496,1.31,30.7,5200000,29.7666666666667,"3","4"
"162","NLA12_LA-161",13.648,1.84375,0.32,82.5,590000,30.2333333333333,"2","3"
"163","NLA12_LA-172",74,2.61320754716981,1.06,117.6,2770000,35.2,"3","4"
"164","NLA12_MA-101",15.5,2.42857142857143,0.14,73.5,340000,21.8166666666667,"2","3"
"165","NLA12_MA-103",4.68,5.46808510638298,0.47,330.1,2570000,18.075,"1","2"
"166","NLA12_MA-104",33.76,4.734375,0.64,307.9,3030000,23.6,"3","4"
"167","NLA12_MA-105",6.34,5.51351351351351,0.74,17.6,4080000,21.6,"1","2"
"168","NLA12_MA-106",5.273846154,4.03703703703704,0.27,371.8,1090000,22,"1","2"
"169","NLA12_MA-108",18.18666667,3.08333333333333,0.24,427.9,740000,22.2,"2","3"
"170","NLA12_MA-109",1.472,2.57692307692308,0.26,117.4,670000,24.1,"1","1"
"171","NLA12_MA-110",5.08,6.75609756097561,0.41,458.6,2770000,21.5333333333333,"1","2"
"172","NLA12_MA-111",5.533333333,2.90909090909091,0.11,4.6,320000,23,"1","2"
"173","NLA12_MD-101",1.776,5.39759036144578,0.83,176.4,4480000,26.5166666666667,"1","1"
"174","NLA12_MD-102",42.56,3.27272727272727,0.11,3.6,360000,28.02,"3","4"
"175","NLA12_MD-103",0.842666667,4.45454545454545,0.11,67.1,490000,25.375,"1","1"
"176","NLA12_ME-101",1.909,4.49450549450549,0.91,78.8,4090000,22.95,"1","1"
"177","NLA12_ME-102",2.736,9.79087452471483,2.63,145.9,25750000,22.9333333333333,"1","2"
"178","NLA12_ME-103",3.044,11.9325842696629,1.78,76.2,21240000,23.5333333333333,"1","2"
"179","NLA12_ME-104",3.272,3.98795180722892,0.83,60.9,3310000,25.1,"1","2"
"180","NLA12_ME-105",6.528,5.52173913043478,0.46,207,2540000,23.3333333333333,"1","2"
"181","NLA12_ME-106",4.565,6.87234042553192,0.47,127.9,3230000,24.2,"1","2"
"182","NLA12_ME-107",1.508571429,5.2962962962963,0.81,645.5,4290000,23.4,"1","1"
"183","NLA12_ME-108",5.662857143,15.9066276089345,27.31,1024.4,434410000,20.7333333333333,"1","2"
"184","NLA12_ME-109",6.56,0.973154362416107,17.88,26.2,17400000,23.7,"1","2"
"185","NLA12_ME-110",2.02,12.4196787148594,4.98,994.3,61850000,24.4,"1","2"
"186","NLA12_ME-114",1.92,6.82014388489209,1.39,123.9,9480000,26.65,"1","1"
"187","NLA12_ME-116",3.461,5.45454545454545,0.11,108.1,6e+05,23.3,"1","2"
"188","NLA12_ME-118",2.092,4.125,0.32,288.7,1320000,26,"1","2"
"189","NLA12_ME-120",2.72,4.40909090909091,0.22,8.4,970000,25.3666666666667,"1","2"
"190","NLA12_ME-121",15.893,4.5,0.18,39.2,810000,25.9,"2","3"
"191","NLA12_ME-122",1.68,3.81967213114754,1.22,23.3,4660000,24.3,"1","1"
"192","NLA12_ME-129",3.925333333,3.18181818181818,0.11,71.6,350000,23.5,"1","2"
"193","NLA12_ME-135",2.256,5.84782608695652,1.84,219.7,10760000,20.8666666666667,"1","2"
"194","NLA12_ME-137",4.874,3.58823529411765,0.17,114.3,610000,20,"1","2"
"195","NLA12_MI-101",2.808,3.34782608695652,0.23,221.5,770000,25.7666666666667,"1","2"
"196","NLA12_MI-102",33.44,3.77251184834123,2.11,5.1,7960000,24.8,"3","4"
"197","NLA12_MI-103",2.56,3.98936170212766,0.94,173,3750000,21.7,"1","2"
"198","NLA12_MI-104",5.176,4.39047619047619,1.05,741,4610000,29.3333333333333,"1","2"
"199","NLA12_MI-106",3.466666667,4.13333333333333,1.8,705.8,7440000,23.4333333333333,"1","2"
"200","NLA12_MI-107",3.015384615,4.67218543046358,9.06,190.6,42330000,22.7,"1","2"
"201","NLA12_MI-108",4.48,4.46478873239437,0.71,321.5,3170000,28.75,"1","2"
"202","NLA12_MI-109",19.34883721,2.78616352201258,1.59,6.3,4430000,27.2,"2","3"
"203","NLA12_MI-110",1.501714286,2.2,0.15,27.4,330000,26.2,"1","1"
"204","NLA12_MI-112",17.04,2.9,1.8,24.1,5220000,29.3,"2","3"
"205","NLA12_MI-113",2.917333333,4.39080459770115,0.87,280,3820000,22.2333333333333,"1","2"
"206","NLA12_MI-114",11.2,4.43396226415094,0.53,81.7,2350000,29.6,"2","3"
"207","NLA12_MI-115",3.5,3.2089552238806,1.34,630.5,4300000,28.6,"1","2"
"208","NLA12_MI-116",3.568,4.44927536231884,0.69,52.7,3070000,22.9,"1","2"
"209","NLA12_MI-117",3.144,3.29032258064516,0.31,692.2,1020000,27.8,"1","2"
"210","NLA12_MI-118",2.974117647,4.73469387755102,0.49,536.4,2320000,24.7,"1","2"
"211","NLA12_MI-122",1.045,3.52727272727273,0.55,1726.2,1940000,23.5666666666667,"1","1"
"212","NLA12_MI-123",6.186666667,1.73684210526316,0.19,40.8,330000,27.4,"1","2"
"213","NLA12_MI-124",3,3.57894736842105,0.19,109.2,680000,28.7,"1","2"
"214","NLA12_MI-125",5.84,3.89473684210526,0.19,8,740000,23.3,"1","2"
"215","NLA12_MI-126",4.106666667,3.1,0.2,20.8,620000,21.8666666666667,"1","2"
"216","NLA12_MI-128",3.032,4.29508196721311,0.61,127.2,2620000,28.7,"1","2"
"217","NLA12_MI-129",2.373333333,65,0.38,11911.6,24700000,26.7,"1","2"
"218","NLA12_MI-136",6.224,1.52380952380952,0.21,3723.8,320000,27.425,"1","2"
"219","NLA12_MI-141",2.313333333,3.4,0.15,591.3,510000,22.8,"1","2"
"220","NLA12_MI-145",5.824,3.12121212121212,0.33,1707.2,1030000,21.6,"1","2"
"221","NLA12_MI-148",1.530666667,11.3934426229508,1.22,417.9,13900000,25.0333333333333,"1","1"
"222","NLA12_MI-151",3.423,2.57142857142857,0.14,2.7,360000,29.2,"1","2"
"223","NLA12_MI-152",23.3,2.3,0.1,81.1,230000,28.85,"2","3"
"224","NLA12_MI-161",15.392,2.77895752895753,10.36,284.3,28790000,24.6,"2","3"
"225","NLA12_MI-162",2.341333333,3.85964912280702,0.57,85.5,2200000,24.9,"1","2"
"226","NLA12_MI-165",16.48,2.90909090909091,0.11,416.8,320000,24.9,"2","3"
"227","NLA12_MI-168",13.41538462,3.47222222222222,0.36,29.4,1250000,28.4,"2","3"
"228","NLA12_MI-172",2.712,4.83333333333333,0.18,480.9,870000,23.9,"1","2"
"229","NLA12_MI-177",1.670857143,19.1181672025723,24.88,7112.8,475660000,23.6,"1","1"
"230","NLA12_MN-101",8.016,3.90845070422535,1.42,95.1,5550000,24.7333333333333,"2","3"
"231","NLA12_MN-102",5.68,3.88888888888889,0.36,90.4,1400000,20.905,"1","2"
"232","NLA12_MN-103",13.984,3.49450549450549,0.91,1269,3180000,24,"2","3"
"233","NLA12_MN-104",1.786666667,3.35087719298246,0.57,11063.3,1910000,26.6666666666667,"1","1"
"234","NLA12_MN-105",5.536,3.71428571428571,0.14,542.5,520000,22.1,"1","2"
"235","NLA12_MN-107",41.76,5.26666666666667,2.1,234.4,11060000,20.3,"3","4"
"236","NLA12_MN-108",3.52,5.40659340659341,0.91,478.7,4920000,21.1666666666667,"1","2"
"237","NLA12_MN-109",4.149333333,3.08108108108108,0.37,21.4,1140000,22.0666666666667,"1","2"
"238","NLA12_MN-110",12.16,2.18881118881119,1.43,861.9,3130000,26.8333333333333,"2","3"
"239","NLA12_MN-111",2.688,4.66666666666667,0.63,895.3,2940000,24.0733333333333,"1","2"
"240","NLA12_MN-112",92.8,2.05056179775281,1.78,173.6,3650000,23.8333333333333,"3","4"
"241","NLA12_MN-113",203.4,2.90322580645161,0.31,1494.6,9e+05,26.2333333333333,"3","4"
"242","NLA12_MN-114",115.7333333,3.2280701754386,0.57,1519.4,1840000,22,"3","4"
"243","NLA12_MN-115",3.464,3.21428571428571,0.28,1041.1,9e+05,25.07,"1","2"
"244","NLA12_MN-116",26.24,3.26829268292683,0.82,477.5,2680000,27.9,"2","3"
"245","NLA12_MN-118",122.4,3.05405405405405,0.74,15.7,2260000,23.7,"3","4"
"246","NLA12_MN-120",25.76,4.3032904148784,6.99,2231.4,30080000,14.05,"2","3"
"247","NLA12_MN-121",18.5,3.74585635359116,3.62,229.8,13560000,25.05,"2","3"
"248","NLA12_MN-122",3.424,4.6830835117773,4.67,1463.1,21870000,22.06,"1","2"
"249","NLA12_MN-127",40.8,1.69230769230769,0.13,365.9,220000,21.55,"3","4"
"250","NLA12_MN-130",7.536,5.34615384615385,0.26,461,1390000,20.6666666666667,"2","3"
"251","NLA12_MN-132",5.245714286,3.42857142857143,0.49,318.2,1680000,22.4066666666667,"1","2"
"252","NLA12_MN-137",107.2,0.833333333333333,0.12,125.8,1e+05,16.9,"3","4"
"253","NLA12_MN-145",3.008,4.76595744680851,0.47,1125.6,2240000,23.4766666666667,"1","2"
"254","NLA12_MN-147",10.22857143,2.375,0.16,490.4,380000,27.3,"2","3"
"255","NLA12_MN-152",59.6,2.72222222222222,0.36,155.8,980000,22.4333333333333,"3","4"
"256","NLA12_MN-157",50.4,3.94594594594595,0.37,2818.3,1460000,26.33,"3","4"
"257","NLA12_MN-158",97.6,2.21052631578947,0.19,489.8,420000,20.375,"3","4"
"258","NLA12_MN-163",68.16,3.02614379084967,1.53,317.1,4630000,22.4666666666667,"3","4"
"259","NLA12_MN-170",5.512,5.18181818181818,0.77,1593.7,3990000,20.9,"1","2"
"260","NLA12_MN-180",18.32,3.9504132231405,1.21,2404.3,4780000,22.6133333333333,"2","3"
"261","NLA12_MN-181",2.592,4,0.46,821.2,1840000,21.8,"1","2"
"262","NLA12_MO-102",34.88,26.21975147155,30.58,460.3,801800000,21.8,"3","4"
"263","NLA12_MO-104",2.136,3.74,0.5,392.9,1870000,26.8666666666667,"1","2"
"264","NLA12_MO-105",20,10.2830188679245,1.06,375.5,10900000,25.4,"2","3"
"265","NLA12_MO-107",65.2,1.70588235294118,0.34,64,580000,26.5,"3","4"
"266","NLA12_MO-108",2.192,2.95,0.2,45.1,590000,29.3,"1","2"
"267","NLA12_MO-109",29.4,3.82857142857143,0.35,118,1340000,26.6333333333333,"2","3"
"268","NLA12_MO-110",6.656,4.96551724137931,0.29,339.7,1440000,25.9333333333333,"1","2"
"269","NLA12_MO-115",18.08,3,0.17,298,510000,29,"2","3"
"270","NLA12_MS-101",49.6,2.89393939393939,0.66,1580.3,1910000,30.635,"3","4"
"271","NLA12_MS-104",34.08,2.58928571428571,0.56,179.1,1450000,28.62,"3","4"
"272","NLA12_MS-105",9.696,4.25668449197861,1.87,286,7960000,30.1,"2","3"
"273","NLA12_MS-107",25.6,43.3003551496702,39.42,293.1,1706900000,24.8933333333333,"2","3"
"274","NLA12_MS-113",3.552,4.53571428571429,0.56,296.7,2540000,31.12,"1","2"
"275","NLA12_MS-116",3.944,3.94117647058824,0.17,335.4,670000,31.7633333333333,"1","2"
"276","NLA12_MT-102",0.884571429,8.48,1.25,471.8,10600000,20.8142857142857,"1","1"
"277","NLA12_MT-103",3.296,2.70491803278689,0.61,208.1,1650000,17.225,"1","2"
"278","NLA12_MT-104",0.637333333,8.97623400365631,5.47,470,49100000,13.4,"1","1"
"279","NLA12_MT-105",1.014,7.08450704225352,0.71,33.8,5030000,16.475,"1","1"
"280","NLA12_MT-106",0.464,9.56810631229236,6.02,13888.9,57600000,21.3333333333333,"1","1"
"281","NLA12_MT-107",6.616,3.47222222222222,0.36,760.1,1250000,21.225,"1","2"
"282","NLA12_MT-108",8.56,2.58823529411765,0.17,367,440000,21.9,"2","3"
"283","NLA12_MT-109",5.237333333,6.97359029264811,14.01,20559.8,97700000,17.66,"1","2"
"284","NLA12_MT-111",1.134,34.864471669219,13.06,1200.2,455330000,16.2,"1","1"
"285","NLA12_MT-113",0.60020141,3.38095238095238,1.68,30,5680000,12.9,"1","1"
"286","NLA12_MT-118",13.28,4.17999999999998,0.5,4848,2090000,17.285,"2","3"
"287","NLA12_MT-124",0.742,19.9186991869919,1.23,787.7,24500000,17.65,"1","1"
"288","NLA12_MT-126",1.572,3.5,0.18,282.4,630000,21.225,"1","1"
"289","NLA12_MT-136",0.684,25.4804063860668,6.89,1060.5,175560000,16.9333333333333,"1","1"
"290","NLA12_MT-140",0.338,8.75,0.16,2316.9,1400000,15.925,"1","1"
"291","NLA12_MT-143",0.63,2.74074074074074,0.27,857.6,740000,19.45,"1","1"
