ID,Area,Chla,TNmean,TN5,TN95,TPmean,TP5,TP95,N_Load,N_EN,N_DE,N_Outflow,P_Load,P_EN,P_DE,P_Outflow
NLA12_ID-103,2.94,3.562666667,0.26,0.17,0.36,0.035,0.022,0.05,0.0028867700258397933,0.0003125707869530363,0.002392,0.0008347088372093023,0.0009770542635658915,0.00010018104508676712,0.0009800000000000002,0.0001123646511627907
NLA12_ID-105,0.48,2.824,0.23,0.16,0.33,0.026,0.017,0.038,0.0005539855072463768,0.0018181251007458857,0.0021160000000000003,0.00041040000000000006,0.00014202898550724638,0.0005940648906229999,0.000728,4.639304347826087e-5
NLA12_ID-108,2.1,1.152,0.0062,0.0028,0.011,0.0019,0.00089,0.0033,0.0009352356615559341,6.498748559085443e-5,5.7039999999999996e-5,0.0009367707802385008,0.0003142532651902328,1.7987124916147564e-5,5.32e-5,0.0002870749165247019
NLA12_ID-110,1.06,4.88,0.14,0.091,0.21,0.026,0.012,0.05,0.044598425196850394,0.004529733519737375,0.0008820000000000001,0.04824113385826773,0.007478740157480315,0.002121480910627598,0.000494,0.008959067716535435
NLA12_ID-111,2.35,12.24,0.96,0.57,1.5,0.08,0.043,0.13,0.009223064516129031,0.000732065324770244,0.0060479999999999996,0.004218549677419354,0.0016391397849462367,0.00018049465451096087,0.00152,0.0003515458064516129
NLA12_ID-112,0.23,2.024,0.18,0.12,0.26,0.037,0.025,0.051,0.0033380597014925372,0.002826861697900275,0.001656,0.00447990447761194,0.0009865671641791044,0.0009066685403841605,0.001036,0.0009208692537313433
NLA12_ID-122,5.96,45.68,0.37,0.22,0.58,0.031,0.018,0.049,0.0022933146330060775,0.0005669811027901689,0.002331,0.0007958373071528753,0.0005493221131369799,8.135854149168048e-5,0.000589,6.667826086956522e-5
NLA12_ID-141,0.73,1.264,0.21,0.13,0.3,0.035,0.021,0.054,0.002696485623003195,0.0003980300280067876,0.001932,0.001185446645367412,0.0010410543130990415,0.00011385066498907887,0.0009800000000000002,0.0001975744408945687
NLA12_ID-143,0.24,5.76,1.5,1.1,2.1,0.22,0.15,0.32,0.007437735849056604,0.0065013316310348415,0.00945,0.005135094339622642,0.002000943396226415,0.0027317603663054957,0.00418,0.0007531471698113208
NLA12_ID-145,0.23,0.441142857,0.24,0.16,0.35,0.039,0.024,0.057,0.002989308176100629,0.0005804039465582926,0.002208,0.0014084830188679247,0.0011138364779874213,0.00010122440707587502,0.001092,0.00022887849056603776
NLA12_ID-148,0.26,5.546666667,0.29,0.18,0.43,0.056,0.031,0.091,7.489539748953974e-5,0.0027695896724748135,0.0018269999999999998,0.001153205020920502,3.01255230125523e-5,0.0011940213736845021,0.001064,0.0002226878661087866
NLA12_ID-165,0.22,4.056,0.15,0.088,0.24,0.034,0.021,0.053,0.009226618705035971,0.004810501842428496,0.00138,0.012447194244604316,0.002356834532374101,0.0015090826656163417,0.000952,0.0028213640287769784
NLA12_ID-166,0.26,2.456,3.6,2.0,5.9,0.57,0.25,1.0,0.3871791666666667,0.0034918020316051066,0.022680000000000002,0.37108800000000003,0.06836111111111111,0.002075353134206805,0.01083,0.0587556
NLA12_ID-168,0.96,1.296,0.17,0.12,0.23,0.041,0.026,0.062,0.004992969870875179,0.00036571444169953735,0.001564,0.003651980487804879,0.0019700143472022955,0.00010548444774235107,0.0011480000000000001,0.0008807717647058825
NLA12_ID-175,0.32,24.48,1.2,0.9,1.6,0.19,0.13,0.28,0.018235377358490568,0.00949593362734073,0.00756,0.020051320754716977,0.005341037735849057,0.0016314493885773258,0.00361,0.0031747924528301883
NLA12_ID-194,0.59,31.36,1.4,1.0,2.0,0.2,0.12,0.3,0.02429578947368421,0.011586549774433836,0.00882,0.026101894736842105,0.0057157894736842105,0.0018268066487936944,0.0038,0.0037288421052631584
NLA12_ID-203,0.21,22.29333333,1.7,0.9,2.9,0.11,0.067,0.17,0.0013237704918032786,0.014558174734593057,0.015639999999999998,0.0019262950819672131,0.0005688524590163935,0.0025764757820882184,0.0030800000000000003,0.00012464262295081968
NLA12_ID-207,0.28,5.448,0.41,0.27,0.59,0.069,0.045,0.1,0.008570253164556962,0.005255513410256128,0.0037719999999999997,0.009999432911392405,0.002131012658227848,0.0015329465423477731,0.0019320000000000001,0.0016828313924050634
NLA12_ID-210,0.24,0.384,0.16,0.09,0.25,0.013,0.0044,0.027,0.0009874285714285714,0.0004609901801724874,0.001472,0.00023698285714285713,0.00021142857142857142,7.43944459014125e-5,0.000364,1.925485714285714e-5
NLA12_ID-214,3.05,8.72,0.77,0.49,1.1,0.11,0.055,0.19,0.0095916885772714,0.0001510690628163774,0.004851,0.0050493644171779135,0.00273583114227286,4.70816664883054e-5,0.00209,0.0007213377738825591
NLA12_ID-216,0.33,86.56,2.3,1.7,3.0,0.24,0.17,0.33,0.014564423076923077,0.02554066287929586,0.01449,0.025795384615384612,0.0038461538461538464,0.0033520802618722686,0.00456,0.0026916923076923073
NLA12_IL-103,0.45,30.08,1.9,1.5,2.3,0.11,0.08,0.15,0.027998245614035088,0.01719042841799897,0.01216,0.034128,0.0017394736842105264,0.002703599281490532,0.00242,0.0019758315789473683
NLA12_IL-104,0.84,6.16,0.58,0.44,0.76,0.034,0.024,0.044,0.0017823529411764706,0.002348918356542896,0.003712,0.0005568000000000001,0.0001522875816993464,0.0005942261429060653,0.000748,3.2640000000000006e-5
NLA12_IL-105,2.36,12.37333333,0.28,0.21,0.36,0.0093,0.0071,0.012,0.0018781488933601609,0.00025018808897892686,0.0017920000000000002,0.00037967323943661975,0.00015480885311871227,5.766396977754792e-5,0.00020459999999999996,1.2610575452716297e-5
NLA12_IL-106,1.42,59.36,1.6,1.3,2.1,0.086,0.064,0.11,0.027655825242718448,0.0038147956988055644,0.01024,0.0202215145631068,0.0024629449838187703,0.0005009803650821269,0.0018919999999999998,0.0010869064077669904
NLA12_IL-111,2.57,59.36,0.33,0.25,0.43,0.011,0.0087,0.015,0.0017988214285714285,0.0008419799078077996,0.002112,0.0005783862857142857,0.00015142857142857143,0.00011057352343598373,0.00024199999999999997,1.9279542857142857e-5
NLA12_IL-118,0.22,57.28,2.8,2.3,3.5,0.23,0.18,0.29,0.07996153846153846,0.06002715261141036,0.01792,0.12033969230769231,0.007307692307692308,0.007938030345629416,0.00506,0.009885046153846154
NLA12_IL-123,0.59,234.4,3.8,3.1,4.7,0.12,0.093,0.15,0.026643902439024394,0.013219154954208058,0.02432,0.015535141463414635,0.0015809756097560977,0.001511206097541852,0.0026399999999999996,0.0004905834146341464
NLA12_IN-102,1.75,4.272,0.62,0.48,0.8,0.022,0.016,0.028,0.004306286836935167,0.001001220153564747,0.003968,0.0013997139489194499,0.0003163064833005894,0.00019088106254960588,0.00048399999999999995,4.9667269155206285e-5
NLA12_IN-103,0.47,27.57333333,2.4,1.9,3.0,0.15,0.12,0.19,0.05340289855072464,0.013743096373012307,0.01536,0.05183999999999999,0.004345652173913044,0.0022298654112007893,0.0032999999999999995,0.0032399999999999994
NLA12_IN-104,0.11,16.24,5.3,4.0,6.9,0.4,0.28,0.55,0.0038096774193548386,0.04748085259519943,0.03392,0.01920309677419355,0.00035806451612903226,0.009656923327353855,0.0088,0.0014492903225806451
NLA12_IN-105,1.12,15.2,0.56,0.46,0.67,0.039,0.032,0.046,0.00865014409221902,0.004081168562223987,0.0035840000000000004,0.009216663976945245,0.0006363112391930836,0.00085615487574902,0.0008579999999999999,0.0006418748126801152
NLA12_IN-106,0.23,8.48,2.3,1.9,2.8,0.15,0.12,0.18,0.03575612244897959,0.009613590934251643,0.014719999999999999,0.030416326530612242,0.002857142857142857,0.0025063729055509578,0.0032999999999999995,0.001983673469387755
NLA12_IN-108,0.87,17.2,0.73,0.57,0.91,0.048,0.039,0.058,0.012118305084745762,0.005152927700866194,0.004672,0.012699921355932203,0.000876271186440678,0.001020400986706414,0.0010559999999999999,0.0008350633220338984
NLA12_IN-111,0.7,38.4,1.3,1.0,1.6,0.069,0.055,0.085,0.022713184079601993,0.005280781458343335,0.008320000000000001,0.019977313432835823,0.001825124378109453,0.0007687868067721835,0.001518,0.0010603343283582091
NLA12_IN-112,1.39,33.12,1.2,0.94,1.5,0.061,0.048,0.077,0.013970025839793282,0.00523674095313699,0.00768,0.011680744186046511,0.001137467700258398,0.0007974649967006906,0.0013419999999999999,0.0005937711627906977
NLA12_IN-113,5.49,2.813793103,0.44,0.29,0.64,0.011,0.0068,0.017,0.0034336376841668397,6.900655591567239e-5,0.0028160000000000004,0.0007525890018676073,0.00024741647644739573,7.154306676201373e-6,0.00024199999999999997,1.881472504669018e-5
NLA12_IN-117,0.41,4.284,0.0029,0.002,0.004,0.00034,0.00021,0.0005,0.0075467153284671535,0.00373012315941681,1.856e-5,0.011465771912408758,0.000610948905109489,0.0007134255042570946,7.48e-6,0.0013442629138686133
NLA12_IN-128,0.47,4.08,0.24,0.18,0.31,0.019,0.013,0.025,0.013802189781021898,0.0035547643747545266,0.001536,0.016028776642335766,0.0009912408759124088,0.0006417017099546595,0.00041799999999999997,0.0012689448175182481
NLA12_IN-130,0.53,5.893333333,0.6,0.5,0.73,0.043,0.035,0.053,0.005971176470588235,0.002031564707491682,0.00384,0.00416244705882353,0.0007373529411764706,0.0005041799015474828,0.0009459999999999999,0.00029830870588235295
NLA12_IN-142,0.13,12.48,2.6,2.2,3.0,0.26,0.21,0.31,0.03640277777777778,0.034738316132662435,0.016640000000000002,0.054912,0.0033666666666666667,0.00797652350782289,0.00572,0.0054912
NLA12_IN-144,0.78,7.4,1.8,1.5,2.2,0.085,0.067,0.11,0.02059423076923077,0.003240976989785415,0.01152,0.01220233846153846,0.0015788461538461538,0.0008519683442316995,0.00187,0.0005762215384615384
NLA12_IN-146,0.38,2.56,0.34,0.24,0.46,0.023,0.016,0.032,0.003708823529411765,0.001263439158882768,0.0021760000000000004,0.0029129142857142855,0.0005756302521008404,0.00011120869207136201,0.0005059999999999999,0.00019705008403361342
NLA12_IN-149,2.28,12.88,1.1,0.78,1.4,0.043,0.032,0.057,0.015584174757281553,0.0012397135991844943,0.007040000000000001,0.010537444660194174,0.0010689320388349514,0.00028070279260417676,0.0009459999999999999,0.0004119182912621358
NLA12_IN-163,4.89,35.6,0.69,0.49,0.93,0.021,0.014,0.03,0.006457413411938099,0.00015288317437979785,0.004416,0.0022787633898305086,0.0005124318349299926,2.276014029098107e-5,0.000462,6.935366838614592e-5
NLA12_IN-166,3.0,22.72,1.4,1.1,1.7,0.058,0.046,0.071,0.013010108864696734,0.0027184208142483897,0.00896,0.006791066874027993,0.001055832037325039,0.0004759451523704484,0.001276,0.00028134419906687404
NLA12_IN-172,0.65,2.16,1.4,1.1,1.9,0.073,0.05,0.1,0.03903191489361702,0.00133072187640184,0.00896,0.030111319148936173,0.0030867021276595745,8.615579656326609e-5,0.0016059999999999998,0.0015700902127659575
NLA12_IN-185,0.15,30.0,4.1,3.1,5.3,0.31,0.23,0.4,0.24356304347826088,0.04256114301055594,0.02624,0.25874921739130435,0.019647826086956522,0.006699939305801014,0.00682,0.019563965217391305
NLA12_IN-186,0.37,2.736,1.9,1.4,2.5,0.049,0.034,0.067,0.01284561403508772,0.0028316192507737365,0.01216,0.0035999999999999995,0.0008385964912280702,0.0002798438748583601,0.001078,9.28421052631579e-5
NLA12_IN-187,3.2,5.04,0.3,0.22,0.39,0.01,0.0077,0.014,0.001794287680660702,0.00041133187600687703,0.00192,0.00037640192704748793,0.00014198210598761183,9.226207931684036e-5,0.00021999999999999998,1.2546730901582931e-5
NLA12_IN-193,0.17,5.104,0.002,0.0013,0.0028,0.00042,0.00026,0.00062,0.003396,0.02419285198310707,1.2800000000000001e-5,0.0278097408,0.000276,0.005481561792499982,9.24e-6,0.005840045568000001
NLA12_IN-196,1.52,4.165714286,2.3,1.7,3.0,0.11,0.076,0.15,0.05209752808988764,0.0011171441950623578,0.014719999999999999,0.03911881348314606,0.003991011235955056,0.0002068028559990202,0.00242,0.0018708997752808986
NLA12_IN-199,0.41,4.18,1.2,0.9,1.5,0.058,0.044,0.075,0.015410119047619047,0.002969121343882251,0.00768,0.01092342857142857,0.0012244047619047618,0.0005518767357481733,0.001276,0.0005279657142857143
NLA12_KS-102,1.03,8.564705882,3.3,2.4,4.3,0.41,0.29,0.56,0.020076410835214446,0.0013553792272656294,0.009569999999999999,0.011874636568848757,0.0065177200902934536,0.0002828003558484718,0.00533,0.0014753336343115123
NLA12_KS-103,0.83,12.59354839,1.1,0.89,1.4,0.091,0.075,0.11,0.003510625,0.004190020441664624,0.00319,0.0043659,0.0006778125,0.0008580178782662402,0.0011829999999999998,0.00036117899999999994
NLA12_KS-105,0.47,44.4,0.065,0.05,0.081,0.011,0.0074,0.014,0.0005196531791907515,0.010339588007112828,0.0001885,0.01061521387283237,0.00011271676300578035,0.0018369531640147218,0.00014299999999999998,0.0017964208092485548
NLA12_KS-108,0.26,50.4,2.1,1.7,2.6,0.25,0.2,0.31,0.021901219512195123,0.02232407887564792,0.00609,0.038058146341463414,0.004180487804878049,0.0039021827922745764,0.00325,0.004530731707317073
NLA12_KS-114,0.95,15.408,0.99,0.83,1.2,0.085,0.07,0.1,0.0031546448087431695,0.0038648213969147416,0.002871,0.004159947540983607,0.0006734972677595628,0.0007782681159785992,0.001105,0.0003571672131147541
NLA12_KS-121,0.11,21.71428571,4.4,3.7,5.1,0.52,0.42,0.62,0.01286551724137931,0.05307698894158094,0.01276,0.05374675862068966,0.003096551724137931,0.010310822226218007,0.0067599999999999995,0.006351889655172414
NLA12_KS-122,36.6,20.0,3.3,2.3,4.5,0.4,0.27,0.56,0.029094639746634995,5.975858513168725e-5,0.009569999999999999,0.019416604275534443,0.007619489311163895,1.1717093177677076e-5,0.0052,0.002353527790973872
NLA12_KS-124,0.15,19.71,2.3,1.9,2.8,0.38,0.29,0.49,0.0287,0.04424140708616667,0.006669999999999999,0.06487623529411764,0.007582352941176471,0.008688568821902007,0.00494,0.010718682352941176
NLA12_KS-125,1.38,3.066666667,0.35,0.2,0.55,0.016,0.01,0.022,0.0007919337016574586,0.0004710153437404916,0.0010149999999999998,0.00025896132596685083,0.0001130939226519337,9.048355291365007e-5,0.000208,1.1838232044198896e-5
NLA12_KS-138,0.1,3.588571429,0.65,0.37,0.91,0.11,0.073,0.16,0.001545,0.04511859100395014,0.001885,0.0457704,0.00034,0.008912823319240712,0.0014299999999999998,0.007745760000000001
NLA12_KY-101,0.86,1.16,0.066,0.045,0.093,0.0032,0.0021,0.0045,0.00039719424460431653,8.954782569044421e-5,0.0004224,8.533087769784174e-5,7.035971223021583e-5,1.775369461563105e-6,7.04e-5,4.1372546762589935e-6
NLA12_KY-102,0.15,13.376,1.5,1.2,1.8,0.14,0.11,0.17,0.012494594594594595,0.017683163667139627,0.009600000000000001,0.02084108108108108,0.0010283783783783785,0.003936117253781389,0.0030800000000000003,0.0019451675675675678
NLA12_KY-103,0.75,0.0,0.16,0.099,0.23,0.0083,0.0054,0.012,0.0012922950819672131,0.0,0.0010240000000000002,0.0003286032786885246,0.00019754098360655738,0.0,0.0001826,1.704629508196721e-5
NLA12_KY-107,0.35,44.26666667,1.7,1.4,2.0,0.12,0.097,0.15,0.010527927927927928,0.019887770421355144,0.01088,0.020245621621621617,0.001272072072072072,0.0027866521976782133,0.0026399999999999996,0.0014291027027027025
NLA12_KY-114,17.98,10.8,0.33,0.26,0.42,0.013,0.0095,0.016,0.003016233869894905,1.5053909507947904e-5,0.002112,0.0009271236078222697,0.00030770254090727684,3.668436117988186e-6,0.00028599999999999996,3.652305121724092e-5
NLA12_KY-116,1.39,2.593333333,0.51,0.4,0.63,0.018,0.014,0.023,0.003593548387096774,0.0006556829647809757,0.0032640000000000004,0.0010897548387096775,0.00036903225806451614,5.904241313012153e-5,0.0003959999999999999,3.846193548387097e-5
NLA12_KY-122,0.78,48.54545455,1.5,1.1,1.9,0.1,0.077,0.14,0.04677349823321555,0.007979823032313912,0.009600000000000001,0.045245512367491164,0.004303533568904594,0.001093420704030947,0.0022,0.0030163674911660777
NLA12_LA-101,3.2,100.5333333,0.41,0.34,0.49,0.019,0.013,0.026,0.0038853571428571427,0.0030356468578568827,0.002624,0.004259314285714286,0.00022595238095238096,0.00036876436816630814,0.00041799999999999997,0.00019738285714285714
NLA12_LA-102,11.63,11.664,0.16,0.13,0.2,0.0071,0.0056,0.0087,0.0012731839484475687,0.000174947974005196,0.0010240000000000002,0.00042051036906854127,0.0001303163444639719,4.1350584400916645e-5,0.0001562,1.866014762741652e-5
NLA12_LA-105,6.67,12.096,0.17,0.13,0.22,0.0077,0.006,0.0096,0.0015275617792421747,0.00020174766180699354,0.0010880000000000002,0.0006349474794069193,0.000148500823723229,4.695803606338951e-5,0.0001694,2.8759385831960464e-5
NLA12_LA-109,0.46,51.6,1.2,0.93,1.4,0.085,0.062,0.11,0.0018587155963302752,0.021009514411619756,0.00768,0.01588491743119266,0.00010825688073394495,0.002839453023417354,0.00187,0.0011251816513761469
NLA12_LA-141,0.14,426.0,0.5,0.4,0.62,0.048,0.034,0.062,0.026041176470588234,0.16236649957177327,0.0032,0.18626823529411765,0.0007176470588235295,0.018223504026221127,0.0010559999999999999,0.017881750588235296
NLA12_LA-152,1.31,47.1,0.21,0.17,0.25,0.017,0.014,0.02,0.0038276923076923076,0.004311595261343372,0.001344,0.00684936,0.0003203846153846154,0.0005950049022419065,0.000374,0.000554472
NLA12_LA-161,0.32,13.648,1.4,1.2,1.7,0.16,0.12,0.2,0.0034576271186440677,0.022465385019725444,0.00896,0.017016406779661018,0.0004101694915254237,0.004954751632491283,0.0035199999999999997,0.0019447322033898306
NLA12_LA-172,1.06,74.0,0.68,0.54,0.84,0.042,0.031,0.055,0.0012534296028880866,0.008841905569035786,0.004352000000000001,0.005790359566787004,0.0001371841155234657,0.001118057579314214,0.000924,0.00035763985559566786
NLA12_MA-101,0.14,15.5,2.5,2.1,3.0,0.26,0.2,0.34,0.00663235294117647,0.04213641925955507,0.016,0.03367058823529412,0.0006,0.008758948874382026,0.00572,0.003501741176470588
NLA12_MA-103,0.47,4.68,0.48,0.35,0.63,0.022,0.015,0.029,0.0031264591439688714,0.0030731537623646865,0.005279999999999999,0.001452326848249027,0.0001972762645914397,0.000638677714191061,0.0007919999999999998,6.656498054474708e-5
NLA12_MA-104,0.64,33.76,0.91,0.68,1.2,0.049,0.036,0.066,0.0018297029702970297,0.006731118074891453,0.005824,0.002958130693069307,0.0001887788778877888,0.0010187681344141274,0.001078,0.0001592839603960396
NLA12_MA-105,0.74,6.34,0.73,0.34,1.3,0.048,0.021,0.089,0.047661764705882355,0.002301178960703906,0.008029999999999999,0.04146056470588235,0.004067156862745098,0.0004340214457559777,0.001728,0.002726174117647059
NLA12_MA-106,0.27,5.273846154,0.73,0.52,0.97,0.06,0.042,0.081,0.0007321100917431193,0.005721787168294725,0.004672,0.0019673834862385326,9.357798165137614e-5,0.0013287436539449761,0.0013199999999999998,0.000161702752293578
NLA12_MA-108,0.24,18.18666667,2.6,1.9,3.5,0.18,0.12,0.25,0.0006432432432432432,0.021171283147797135,0.016640000000000002,0.006071351351351352,6.486486486486486e-5,0.004086207457998026,0.00396,0.0004203243243243243
NLA12_MA-109,0.26,1.472,0.33,0.22,0.48,0.012,0.0077,0.017,0.002235820895522388,0.0024367763999438175,0.002112,0.0028086447761194035,0.0002492537313432836,7.64116565633704e-5,0.00026399999999999997,0.00010213253731343285
NLA12_MA-110,0.41,5.08,0.39,0.28,0.52,0.02,0.014,0.027,0.0016765342960288808,0.0029916093664785247,0.0042899999999999995,0.0008515234657039713,0.00014548736462093864,0.0006053606633804742,0.0007199999999999999,4.3667870036101093e-5
NLA12_MA-111,0.11,5.533333333,0.42,0.31,0.54,0.054,0.038,0.074,0.073075,0.020377829668345726,0.002688,0.09151379999999999,0.00815,0.0048859589706184816,0.0011879999999999998,0.01176606
NLA12_MD-101,0.83,1.776,0.3,0.22,0.39,0.017,0.012,0.024,0.003082142857142857,0.00044990931470554864,0.00192,0.0017009999999999998,0.000453125,2.0187616856205477e-5,0.000374,9.639e-5
NLA12_MD-102,0.11,42.56,1.3,0.95,1.6,0.12,0.086,0.17,0.29102222222222224,0.06069198893488374,0.008320000000000001,0.35692799999999997,0.028033333333333334,0.008590446578590729,0.0026399999999999996,0.032947199999999996
NLA12_MD-103,0.11,0.842666667,0.31,0.22,0.42,0.016,0.0079,0.027,0.004563265306122449,0.0017558313260133897,0.001984,0.004646204081632654,0.0005448979591836735,1.8793219134125838e-5,0.000352,0.0002398040816326531
NLA12_ME-101,0.91,1.909,0.15,0.11,0.2,0.016,0.011,0.021,0.0023628361858190707,0.0005339546457980275,0.00096,0.0019043911980440096,0.0005178484107579462,2.745967762089143e-5,0.000352,0.00020313506112469438
NLA12_ME-102,2.63,2.736,0.21,0.11,0.33,0.0062,0.003,0.011,0.003364155339805825,0.0002190571560473717,0.00231,0.001439541436893204,0.00021149514563106796,5.4531945027462436e-5,0.00022319999999999998,4.250074718446602e-5
NLA12_ME-103,1.78,3.044,0.33,0.16,0.55,0.012,0.0053,0.021,0.007543173258003766,0.00028475136901186823,0.00363,0.004331837288135593,0.0005050376647834275,6.834839537699631e-5,0.000432,0.0001575213559322034
NLA12_ME-104,0.83,3.272,0.36,0.25,0.52,0.022,0.014,0.033,0.007807250755287009,0.0019141179589713426,0.00396,0.005901302719033232,0.0007335347432024169,0.0004482947844354365,0.0007919999999999998,0.000360635166163142
NLA12_ME-105,0.46,6.528,0.36,0.27,0.46,0.02,0.014,0.028,0.0015732283464566928,0.0037556613914773596,0.00396,0.0017388850393700785,0.00011299212598425197,0.000701957909958992,0.0007199999999999999,9.660472440944881e-5
NLA12_ME-106,0.47,4.565,0.31,0.22,0.41,0.019,0.013,0.025,0.003096594427244582,0.002409365094092273,0.00341,0.002421339938080495,0.00031578947368421053,0.0005048260258967581,0.0006839999999999999,0.00014840470588235293
NLA12_ME-107,0.81,1.508571429,0.093,0.06,0.14,0.0038,0.0027,0.0051,0.0003060606060606061,0.0003912635419627639,0.0005952,0.00014422153846153847,6.96969696969697e-5,1.2860273380160176e-5,8.36e-5,5.892923076923077e-6
NLA12_ME-108,27.31,5.662857143,0.034,0.024,0.045,0.0023,0.0018,0.003,0.00022628392532400267,1.533339514655374e-5,0.00021760000000000003,3.318924702470017e-5,4.8806427108031586e-5,3.726924124730267e-6,5.06e-5,2.2451549457885407e-6
NLA12_ME-109,17.88,6.56,0.25,0.18,0.35,0.034,0.024,0.047,0.010890402298850575,0.00043671951409566,0.0016,0.009558620689655172,0.0019373563218390804,0.00011275451660533093,0.000748,0.0012999724137931034
NLA12_ME-110,4.98,2.02,0.046,0.03,0.069,0.0022,0.0013,0.0033,0.0004212287793047696,7.428847715615398e-5,0.0005059999999999999,4.626625707356508e-5,5.805982215036378e-5,2.052584200425231e-5,7.92e-5,2.2127340339531125e-6
NLA12_ME-114,1.39,1.92,0.17,0.12,0.22,0.012,0.0086,0.016,0.0021858649789029535,0.0002318356629547566,0.0010880000000000002,0.0013711898734177217,0.0003518987341772152,1.205210724079247e-5,0.00026399999999999997,9.678987341772153e-5
NLA12_ME-116,0.11,3.461,0.79,0.46,1.1,0.062,0.044,0.083,0.0037333333333333333,0.010943123699239969,0.00869,0.0072806400000000005,0.0002883333333333333,0.0025146545094193065,0.0022319999999999996,0.000571392
NLA12_ME-118,0.32,2.092,0.28,0.17,0.42,0.011,0.0071,0.017,0.0007727272727272727,0.0018300343143857513,0.0017920000000000002,0.0009713454545454546,0.00014242424242424243,0.00011167394637717252,0.00024199999999999997,3.816e-5
NLA12_ME-120,0.22,2.72,0.16,0.11,0.22,0.025,0.015,0.039,0.01644639175257732,0.003307207095798268,0.0010240000000000002,0.01902581443298969,0.003149484536082474,0.00032356323707196955,0.00055,0.0029727835051546396
NLA12_ME-121,0.18,15.893,0.73,0.56,0.94,0.054,0.038,0.075,0.008437037037037036,0.017873757969899994,0.008029999999999999,0.018610133333333334,0.0009037037037037037,0.002616317754028951,0.0019439999999999998,0.00137664
NLA12_ME-122,1.22,1.68,0.15,0.1,0.21,0.02,0.013,0.028,0.007082403433476395,0.0004065096817038931,0.00096,0.006443845493562232,0.001278540772532189,1.6412460561727595e-5,0.00043999999999999996,0.0008591793991416309
NLA12_ME-129,0.11,3.925333333,0.79,0.52,1.1,0.08,0.054,0.11,0.0025114285714285716,0.013388973943189405,0.005056000000000001,0.011115977142857144,0.0005,0.002301964836265965,0.0017599999999999998,0.0011256685714285716
NLA12_ME-135,1.84,2.256,0.11,0.081,0.15,0.0086,0.0062,0.012,0.0009487918215613383,0.000243797357752816,0.0007040000000000001,0.0005008148698884758,0.00020734200743494424,1.7096615987724933e-5,0.0001892,3.915461710037174e-5
NLA12_ME-137,0.17,4.874,0.89,0.67,1.1,0.086,0.063,0.11,0.0037770491803278687,0.009491354303963282,0.0056960000000000005,0.007815659016393443,0.0005114754098360655,0.0020692310890796962,0.0018919999999999998,0.0007552209836065573
NLA12_MI-101,0.23,2.808,1.1,0.87,1.3,0.047,0.035,0.06,0.007090909090909091,0.004309327039441034,0.007040000000000001,0.004937142857142857,0.0007376623376623377,0.00044521212703921016,0.001034,0.00021095064935064935
NLA12_MI-102,2.11,33.44,0.73,0.51,1.0,0.067,0.036,0.11,0.143825,0.002554172382993587,0.004672,0.14189615276381912,0.014204522613065327,0.00038775566631378593,0.001474,0.013023345527638194
NLA12_MI-103,0.94,2.56,0.29,0.17,0.47,0.013,0.0082,0.019,0.0030026666666666665,0.0014392759423673075,0.0031899999999999997,0.0016770816,0.00016106666666666666,0.0003665552896505535,0.00046799999999999994,7.517952e-5
NLA12_MI-104,1.05,5.176,0.35,0.27,0.45,0.019,0.014,0.025,0.0013119305856832972,0.0013293666015822805,0.00224,0.0004722950108459869,0.00011843817787418655,0.0003044802320875247,0.00041799999999999997,2.5638872017353573e-5
NLA12_MI-106,1.8,3.466666667,0.25,0.18,0.32,0.011,0.0074,0.014,0.0013088709677419356,0.0005554379462361444,0.0016,0.00035419354838709673,0.00015685483870967742,8.035274203863641e-5,0.00024199999999999997,1.5584516129032256e-5
NLA12_MI-107,9.06,3.015384615,0.42,0.25,0.65,0.02,0.01,0.034,0.0064724309000708715,0.00014200829380532946,0.00462,0.002203169383416017,0.0008054334987006851,3.419593921827689e-5,0.0007199999999999999,0.0001049128277817151
NLA12_MI-108,0.71,4.48,0.53,0.43,0.63,0.024,0.017,0.033,0.0032558359621451104,0.0016840874234532682,0.0033920000000000005,0.0016467785488958992,0.00024069400630914826,0.000338314044970766,0.0005279999999999999,7.457110410094637e-5
NLA12_MI-109,1.59,19.34883721,1.7,1.3,2.3,0.11,0.049,0.2,0.28190067720090295,0.0036522777058368818,0.01088,0.2688931828442438,0.01872234762979684,0.0006854404184567494,0.00242,0.01739897065462754
NLA12_MI-110,0.15,1.501714286,2.4,1.6,3.5,0.12,0.072,0.18,0.09719090909090909,0.005060342544144283,0.01536,0.08734254545454545,0.006696969696969697,0.000164880187773804,0.0026399999999999996,0.004367127272727272
NLA12_MI-112,1.8,17.04,2.1,1.5,2.8,0.095,0.044,0.17,0.09630344827586207,0.002897096708273918,0.01344,0.08696606896551724,0.005450574712643678,0.0005761832773251884,0.00209,0.003934179310344827
NLA12_MI-113,0.87,2.917333333,2.2,1.3,3.6,0.1,0.051,0.18,0.02892696335078534,0.0015401346117765338,0.0242,0.007861947643979059,0.0037494764397905758,0.0003750758552260847,0.0036,0.00035736125654450265
NLA12_MI-114,0.53,11.2,1.7,1.3,2.1,0.11,0.086,0.13,0.026019148936170213,0.004941363837636481,0.01088,0.0208132085106383,0.0025148936170212768,0.0011873421847592575,0.00242,0.0013467370212765957
